Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Entrada,x,y
SPDRA ;SUB DRACENA                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2002,-51.526666700999954,-21.45722220199997
SPEMG ;SUB EMBU-GUACU                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.800555601999974,-23.846944406999967
SPESO ;SUB EDGARD SOUZA                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.916666701,-23.449722200999986
SPFDI ;SUB FERNAO DIAS                                    SP       ;GNB;MATA DE SANTA GENEBRA TRANSMISSAO S.A.                         ;28/02/2020;03/02/2018,-46.51582000399998,-23.055694007
SPFLP ;SUB FLORIDA PAULISTA                               SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-51.147178604999965,-21.61715450199995
SPGET ;SUB GETULINA                                       SP       ;IEP;INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ;31/03/2011;10/03/2011,-49.83835799999997,-21.855464004999988
SPGSP ;SUB GERDAU SP                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;20/04/2005;25/04/2005,-47.08416670599996,-23.43750000099999
SPGUI1;SUB GUARIROBA 1                                    SP       ;ELK;ELEKTRO REDES S.A.                                             ;30/04/2015;09/06/2015,-49.703333302999965,-20.166666701999986
SPGVB ;SUB GV DO BRASIL                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;30/06/2014;17/03/2015,-45.410939000999974,-22.92257800799996
SPINT ;SUB INTERLAGOS                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.68333329999996,-23.716388903999984
SPITE ;SUB ITAPETI                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.166666701,-23.53305560399997
SPITP2;SUB ITAPETININGA II                                SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;31/12/1990,-48.05833329999996,-23.626388900999984
SPITR2;SUB ITARARE II                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;31/12/1990,-49.312917002000006,-24.101917006999997
SPITV ;SUB ITAPEVA                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;31/12/1990,-48.879166699999985,-23.996388905000003
SPJAL ;SUB JALES                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;31/12/1990,-50.55777780699998,-20.257222205999994
SPJAN ;SUB JANDIRA                                        SP       ;IEJ;INTERLIGAÇÃO ELÉTRICA SERRA DO JAPI S.A.                       ;18/03/2012;22/03/2012,-46.89361100599996,-23.571111001999952
SPJGU ;SUB JAGUARIUNA                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;31/12/1990,-46.996388905,-22.697222203999956
SPLES ;SUB LESTE                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.466666705999955,-23.599722206999957
SPLIM1;SUB LIMEIRA I                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2002,-47.405833304,-22.544722207999996
SPLRN ;SUB LORENA                                         SP       ;PUR;INTERLIGAÇÃO ELÉTRICA ITAPURA S.A.                             ;30/04/2021;21/07/2021,-45.06968050499995,-22.729681104999997
SPMAI ;SUB MAIRIPORA                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.576935805000005,-23.312692202999983
SPMDO ;SUB MORRO AGUDO TRANSMISSAO SP                     SP       ;MRR;CPFL TRANSMISSÃO DE ENERGIA MORRO AGUDO LTDA.                  ;27/09/2017;03/07/2017,-48.16271700699997,-20.865100004
SPMFO ;SUB MILTON  FORNASARO                              SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.766666703,-23.53305560399997
SPMGI ;SUB MOGI                                           SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.18305560199997,-23.55000000499996
SPMNN ;SUB MANOEL DA NOBREGA                              SP       ;ELT;EMPRESA LITORANEA DE TRANSMISSAO DE ENERGIA S.A. - ELTE        ;05/09/2020;01/05/2024,-46.53461300599997,-24.045037001999958
SPMOG1;SUB MOGI GUACU I                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.96750000099996,-22.360555499999975
SPMOM3;SUB MOGI MIRIM 3                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.0672222,-22.422777801999985
SPMON ;SUB MONGAGUA                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;01/07/1991,-46.628888905,-24.09583330199996
SPMRE ;SUB MIGUEL REALE                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.63333330299997,-23.566388905999986
SPMRR ;SUB MARECHAL RONDON                                MS       ;MRT;MARECHAL RONDON TRANSMISSORA DE ENERGIA SA                     ;03/10/2016;05/09/2016,-51.638342000999955,-20.794348001999992
SPMSOL;SUB MIRASSOL II                                    SP       ;IEP;INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ;30/04/2011;17/04/2011,-49.5,-20.866667002999975
SPNOD ;SUB NORDESTE                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.38333330299997,-23.449722200999986
SPNOR ;SUB NORTE                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.566666699999985,-23.483055606999983
SPNPP ;SUB NOVA PORTO PRIMAVERA                           SP       ;PPR;Porto Primavera Transmissora de Energia S/A.                   ;07/10/2006;17/10/2006,-52.96611050499996,-22.490833804999966
SPOES ;SUB OESTE                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.416666701,-23.449722200999986
SPPAD ;SUB PARAGUACU PAULISTA II                          SP       ;COG;COPEL GERAÇÃO E TRANSMISSÃO S.A.                               ;24/01/2016;24/01/2016,-50.59211600599997,-22.434270002999995
SPPCB ;SUB PIRACICABA TRANSMISSORA                        SP       ;PIR;CPFL TRANSMISSÃO DE ENERGIA PIRACICABA LTDA.                   ;18/06/2015;22/06/2015,-47.63041450099996,-22.652360805
SPPER ;SUB PERUIBE                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.03396940199997,-24.29454100199996
SPPIR ;SUB PIRATININGA                                    SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.68333329999996,-23.700000004000003
SPPIR2;SUB PIRATININGA II                                 SP       ;IEP;INTERLIGAÇÃO ELÉTRICA PINHEIROS S.A                            ;18/12/2011;27/12/2011,-46.68336600099997,-23.705825001999983
SPPOF ;SUB PORTO FERREIRA                                 SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.49762370399998,-21.84832350199997
SPPPR1;SUB PORTO PRIMAVERA                                SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;31/12/1990,-52.95249440499998,-22.49116110099999
SPPRI ;SUB PIRITUBA                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.716666705999955,-23.499722206
SPPRP ;SUB PRESIDENTE  PRUDENTE                           SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-51.36780400599997,-22.180664904999958
SPREG ;SUB REGISTRO                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2002,-47.855000003999976,-24.521111101999963
SPRIC1;SUB RIO CLARO-I                                    SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.550101704999975,-22.439466901999992
SPRIP ;SUB RIO PARDO                                      SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2002,-45.63944440299997,-23.68277780799997
SPRPR ;SUB RIBEIRAO PRETO                                 SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.686111100000005,-21.200555600999962
SPRRF ;SUB RAMON REBERTE FILHO                            SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.53333330199996,-23.583055600999955
SPSAA ;SUB SANTO ANGELO                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.258611105,-23.58750000699996
SPSAC ;SUB SAO CARLOS                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.944897405999995,-22.061270006999962
SPSBO ;SUB SANTA BARBARA  DOESTE                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;06/02/2000,-47.42055560599999,-22.724722206999957
SPSCA ;SUB SANTA CABECA                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-44.93333329999996,-22.649722204
SPSCDS;SUB SÃO CAETANO DO SUL                             SP       ;IER;INTERLIGAÇÃO ELÉTRICA RIACHO GRANDE S.A.                       ;31/03/2026;,-46.57888890099997,-23.609444402999998
SPSERP;SUB REPLAN CTEEP                                   SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;08/12/2015;10/04/2016,-47.114333004,-22.73483300299995
SPSGEL;SUB SÃO MIGUEL                                     SP       ;MZ8;MEZ 8 ENERGIA S.A.                                             ;31/03/2026;,-46.51894999999996,-23.513702803
RNSMG;SUB SAO MIGUEL                                     RN       ;GEE;SM GERACAO DE ENERGIA EOLICA LTDA                              ;01/10/2017;17/12/2019,-35.78617799999995,-5.267217002999985
SPSJB1;SUB SAO JOAO DA BOA VISTA 1                        SP       ;ELK;ELEKTRO REDES S.A.                                             ;;01/01/2006,-46.923055499999975,-21.92777780499995
SPSJC ;SUB SAO JOSE DOS CAMPOS                            SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-45.88333330299997,-23.199722200999986
SPSJR ;SUB SAO JOSE DO RIO PRETO                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-49.37267230499998,-20.843669906999992
SPSLY ;SUB SOLVAY                                         SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;31/10/2011;21/09/2011,-46.375111006,-23.773861006999994
SPSSE ;SUB SAO SEBASTIAO                                  SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2002,-45.412500000999955,-23.805555500999958
SPSTAR;SUB ARARAQUARA                                     SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-48.253983006,-21.774272002999965
SPSTCA;SUB CAMPINAS FURNAS                                SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-47.00462100699997,-22.774201006
SPSTCH;SUB CACHOEIRA  PAULISTA                            SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-45.035694003,-22.632745005999993
SPSTGA;SUB GUARULHOS                                      SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-46.585484006,-23.442541003999963
SPSTIA;SUB ITABERA                                        SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;01/06/2000,-49.13214300599998,-23.951492004999977
SPSTIN;SUB IBIUNA                                         SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-47.101719006999986,-23.665017001999956
SPSTMO;SUB MOGI DAS CRUZES                                SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-46.169846006,-23.50373500699999
SPSTO ;SUB SALTO                                          SP       ;IEJ;INTERLIGAÇÃO ELÉTRICA SERRA DO JAPI S.A.                       ;31/01/2012;18/01/2012,-47.24500000499995,-23.17905600399996
SPSTTB;SUB ITATIBA                                        SP       ;TSP;TRANSENERGIA SÃO PAULO S.A.                                    ;30/07/2012;25/08/2012,-46.93370599999997,-22.940075003000004
SPSTTP;SUB TIJUCO PRETO                                   SP       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;02/06/2000,-46.27354400599995,-23.71073400299997
SPSUL ;SUB SUL                                            SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.53333330199996,-23.699722200999986
SPSUR ;SUB SUMARE                                         SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.28583330699996,-22.867777802999967
SPTAU ;SUB TAUBATE                                        SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-45.58972220099997,-23.070277802999954
SPTIE ;SUB TIETE                                          SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-47.74365369999998,-23.076303102999987
SPTOY ;SUB TOYOTA                                         SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;07/08/2012;23/02/2012,-47.465833000999964,-23.37250000299997
SPUBA1;SUB UBATUBA 1                                      SP       ;ELK;ELEKTRO REDES S.A.                                             ;;02/06/2000,-45.070833005,-23.433889002
SPVAL ;SUB VALPARAISO                                     SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-50.86848629999997,-21.21408590699997
SPVIC ;SUB VICENTE  CARVALHO                              SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.28165580299998,-23.933566600999995
SPVOT2;SUB VOTUPORANGA 2                                  SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2002,-49.92564490399997,-20.410943202999988
SPXAV ;SUB XAVANTES                                       SP       ;CTP;ISA ENERGIA BRASIL S.A.                                        ;;02/06/2000,-46.733333304999974,-23.649722204
TOCO  ;SUB COLINAS                                        TO       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-48.457806006,-7.965556002999961
TODNP ;SUB DIANOPOLIS II                                  TO       ;TOC;ENERGISA TOCANTINS TRANSMISSORA DE ENERGIA S.A.                ;22/03/2024;03/11/2022,-46.790000007,-11.623611003999997
TOMC  ;SUB MIRACEMA                                       TO       ;ENT;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ;;02/06/2000,-48.53033300499999,-9.527000002999955
